type,dataset,slot_time,instance_number,month,energy_instance_reference,energy_production_function,exec_time,status,obj_value,obj_bound
HEURISTIC_MEDIAN_24_LSD,B,96,4,Jul,2,linear,0:04:45.271540,OPTIMAL,124987148923,0
HEURISTIC_MEDIAN_24_LSD,B,96,4,Jul,2,quadratic,0:04:40.459435,OPTIMAL,124995654778,0
HEURISTIC_MEDIAN_24_LSD,B,96,4,Sep,2,constant,0:01:58.563149,OPTIMAL,125400164857,0
HEURISTIC_MEDIAN_24_LSD,B,96,4,Sep,2,exponential,0:04:44.863071,OPTIMAL,124918724375,0
HEURISTIC_MEDIAN_24_LSD,B,96,4,Sep,2,linear,0:01:58.461935,OPTIMAL,125225750517,0
HEURISTIC_MEDIAN_24_LSD,B,96,4,Sep,2,quadratic,0:01:58.795228,OPTIMAL,125162752801,0
HEURISTIC_MEDIAN_24_LSD,B,96,5,Dec,2,constant,0:01:47.424615,OPTIMAL,125878337404,0
HEURISTIC_MEDIAN_24_LSD,B,96,5,Dec,2,linear,0:01:39.412564,OPTIMAL,125798500016,0
HEURISTIC_MEDIAN_24_LSD,B,96,5,Dec,2,quadratic,0:02:10.698486,OPTIMAL,125700907141,0
HEURISTIC_MEDIAN_24_LSD,B,96,5,Jul,2,constant,0:01:43.285690,OPTIMAL,125924411997,0
HEURISTIC_MEDIAN_24_LSD,B,96,5,Jul,2,linear,0:01:39.313244,OPTIMAL,125828009538,0
HEURISTIC_MEDIAN_24_LSD,B,96,5,Jul,2,quadratic,0:02:00.452053,OPTIMAL,125952496751,0
HEURISTIC_MEDIAN_24_LSD,B,96,5,Sep,2,constant,0:02:22.598709,OPTIMAL,125659609659,0
HEURISTIC_MEDIAN_24_LSD,B,96,5,Sep,2,linear,0:03:06.473344,OPTIMAL,125852735223,0
HEURISTIC_MEDIAN_24_LSD,B,96,5,Sep,2,quadratic,0:03:54.121011,OPTIMAL,125902143806,0
HEURISTIC_MEDIAN_48_LAD,B,96,1,Dec,2,constant,0:04:46.121389,OPTIMAL,136359852064,0
HEURISTIC_MEDIAN_48_LAD,B,96,1,Dec,2,exponential,0:04:47.180547,OPTIMAL,136267168013,0
HEURISTIC_MEDIAN_48_LAD,B,96,1,Dec,2,linear,0:06:44.536256,OPTIMAL,136200481314,0
HEURISTIC_MEDIAN_48_LAD,B,96,1,Dec,2,quadratic,0:05:04.242628,OPTIMAL,136383706311,0
HEURISTIC_MEDIAN_48_LAD,B,96,1,Jul,2,constant,0:06:47.290363,OPTIMAL,136109991235,0
HEURISTIC_MEDIAN_48_LAD,B,96,1,Jul,2,exponential,0:06:42.340181,OPTIMAL,136226151799,0
HEURISTIC_MEDIAN_48_LAD,B,96,1,Jul,2,linear,0:06:43.914376,OPTIMAL,136106164024,0
HEURISTIC_MEDIAN_48_LAD,B,96,1,Jul,2,quadratic,0:05:44.807465,OPTIMAL,136376841247,0
HEURISTIC_MEDIAN_48_LAD,B,96,1,Sep,2,constant,0:07:14.592326,OPTIMAL,136095544850,0
HEURISTIC_MEDIAN_48_LAD,B,96,1,Sep,2,exponential,0:06:44.691908,OPTIMAL,136107170876,0
HEURISTIC_MEDIAN_48_LAD,B,96,1,Sep,2,linear,0:07:11.057593,OPTIMAL,136084788774,0
HEURISTIC_MEDIAN_48_LAD,B,96,1,Sep,2,quadratic,0:05:47.908981,OPTIMAL,136347325653,0
HEURISTIC_MEDIAN_48_LAD,B,96,2,Dec,2,constant,0:05:59.357177,OPTIMAL,136875611174,0
HEURISTIC_MEDIAN_48_LAD,B,96,2,Dec,2,exponential,0:06:58.816044,OPTIMAL,136478922643,0
HEURISTIC_MEDIAN_48_LAD,B,96,2,Dec,2,linear,0:06:19.920498,OPTIMAL,136889068904,0
HEURISTIC_MEDIAN_48_LAD,B,96,2,Dec,2,quadratic,0:07:22.617858,OPTIMAL,136505150975,0
HEURISTIC_MEDIAN_48_LAD,B,96,2,Jul,2,constant,0:07:43.489075,OPTIMAL,136499794326,0
HEURISTIC_MEDIAN_48_LAD,B,96,2,Jul,2,exponential,0:06:44.658325,OPTIMAL,136709630954,0
HEURISTIC_MEDIAN_48_LAD,B,96,2,Jul,2,linear,0:06:33.600286,OPTIMAL,136639016341,0
HEURISTIC_MEDIAN_48_LAD,B,96,2,Jul,2,quadratic,0:08:35.004768,OPTIMAL,136444479139,0
HEURISTIC_MEDIAN_48_LAD,B,96,2,Sep,2,constant,0:08:28.090772,OPTIMAL,136465245351,0
HEURISTIC_MEDIAN_48_LAD,B,96,2,Sep,2,exponential,0:08:10.283677,OPTIMAL,136462141227,0
HEURISTIC_MEDIAN_48_LAD,B,96,2,Sep,2,linear,0:08:06.110060,OPTIMAL,136491449735,0
HEURISTIC_MEDIAN_48_LAD,B,96,2,Sep,2,quadratic,0:13:58.850551,OPTIMAL,136507040780,0
HEURISTIC_MEDIAN_48_LAD,B,96,3,Dec,2,constant,0:05:02.625297,OPTIMAL,136335768435,0
HEURISTIC_MEDIAN_48_LAD,B,96,3,Dec,2,exponential,0:05:02.699597,OPTIMAL,136321952261,0
HEURISTIC_MEDIAN_48_LAD,B,96,3,Dec,2,linear,0:05:25.275081,OPTIMAL,136410629914,0
HEURISTIC_MEDIAN_48_LAD,B,96,3,Dec,2,quadratic,0:05:27.051216,OPTIMAL,136299325796,0
HEURISTIC_MEDIAN_48_LAD,B,96,3,Jul,2,constant,0:07:50.914763,OPTIMAL,136193734027,0
HEURISTIC_MEDIAN_48_LAD,B,96,3,Jul,2,exponential,0:05:27.241515,OPTIMAL,136382130789,0
HEURISTIC_MEDIAN_48_LAD,B,96,3,Jul,2,linear,0:05:03.528097,OPTIMAL,136369337791,0
HEURISTIC_MEDIAN_48_LAD,B,96,3,Jul,2,quadratic,0:05:49.730318,OPTIMAL,136304342345,0
HEURISTIC_MEDIAN_48_LAD,B,96,3,Sep,2,constant,0:07:29.147717,OPTIMAL,136070094831,0
HEURISTIC_MEDIAN_48_LAD,B,96,3,Sep,2,exponential,0:06:35.805090,OPTIMAL,136065586607,0
HEURISTIC_MEDIAN_48_LAD,B,96,3,Sep,2,linear,0:07:13.145682,OPTIMAL,136053480857,0
HEURISTIC_MEDIAN_48_LAD,B,96,3,Sep,2,quadratic,0:07:55.162123,OPTIMAL,136095684923,0
HEURISTIC_MEDIAN_48_LAD,B,96,4,Dec,2,constant,0:07:11.115410,OPTIMAL,135875427646,0
HEURISTIC_MEDIAN_48_LAD,B,96,4,Dec,2,exponential,0:04:59.622807,OPTIMAL,136258025044,0
HEURISTIC_MEDIAN_48_LAD,B,96,4,Dec,2,linear,0:06:37.440052,OPTIMAL,135865976323,0
HEURISTIC_MEDIAN_48_LAD,B,96,4,Dec,2,quadratic,0:06:25.958263,OPTIMAL,135902599758,0
HEURISTIC_MEDIAN_48_LAD,B,96,4,Jul,2,constant,0:07:06.271889,OPTIMAL,135925387498,0
HEURISTIC_MEDIAN_48_LAD,B,96,4,Jul,2,exponential,0:05:32.442874,OPTIMAL,136223511739,0
HEURISTIC_MEDIAN_48_LAD,B,96,4,Jul,2,linear,0:05:10.324104,OPTIMAL,136264362315,0
HEURISTIC_MEDIAN_48_LAD,B,96,4,Jul,2,quadratic,0:06:49.586818,OPTIMAL,135936179685,0
HEURISTIC_MEDIAN_48_LAD,B,96,4,Sep,2,constant,0:07:14.101631,OPTIMAL,135976537957,0
HEURISTIC_MEDIAN_48_LAD,B,96,4,Sep,2,exponential,0:06:33.890953,OPTIMAL,135929534507,0
HEURISTIC_MEDIAN_48_LAD,B,96,4,Sep,2,linear,0:06:59.384831,OPTIMAL,135900775200,0
HEURISTIC_MEDIAN_48_LAD,B,96,4,Sep,2,quadratic,0:11:20.160578,OPTIMAL,135892137894,0
HEURISTIC_MEDIAN_48_LAD,B,96,5,Dec,2,constant,0:06:00.239274,OPTIMAL,136675366260,0
HEURISTIC_MEDIAN_48_LAD,B,96,5,Dec,2,linear,0:07:55.258184,OPTIMAL,136150790937,0
HEURISTIC_MEDIAN_48_LAD,B,96,5,Dec,2,quadratic,0:07:39.967794,OPTIMAL,136203512838,0
HEURISTIC_MEDIAN_48_LAD,B,96,5,Jul,2,constant,0:06:02.828536,OPTIMAL,136721029186,0
HEURISTIC_MEDIAN_48_LAD,B,96,5,Jul,2,linear,0:13:41.604247,OPTIMAL,136254436664,0
HEURISTIC_MEDIAN_48_LAD,B,96,5,Jul,2,quadratic,0:10:47.962406,OPTIMAL,136763025659,0
HEURISTIC_MEDIAN_48_LAD,B,96,5,Sep,2,constant,0:16:59.781588,OPTIMAL,136263495594,0
HEURISTIC_MEDIAN_48_LAD,B,96,5,Sep,2,exponential,0:06:48.061699,OPTIMAL,136771141910,0
HEURISTIC_MEDIAN_48_LAD,B,96,5,Sep,2,linear,0:14:52.524413,OPTIMAL,136288137325,0
HEURISTIC_MEDIAN_48_LAD,B,96,5,Sep,2,quadratic,0:06:27.065367,OPTIMAL,136815101414,0
HEURISTIC_MEDIAN_48_LSD,B,96,1,Dec,2,constant,0:08:14.457192,OPTIMAL,136199140761,0
HEURISTIC_MEDIAN_48_LSD,B,96,1,Dec,2,exponential,0:14:10.222738,OPTIMAL,136055828575,0
HEURISTIC_MEDIAN_48_LSD,B,96,1,Dec,2,linear,0:07:49.587798,OPTIMAL,136225821965,0
HEURISTIC_MEDIAN_48_LSD,B,96,1,Dec,2,quadratic,0:07:26.341057,OPTIMAL,136072027634,0
HEURISTIC_MEDIAN_48_LSD,B,96,1,Jul,2,constant,0:08:28.353668,OPTIMAL,136171807422,0
HEURISTIC_MEDIAN_48_LSD,B,96,1,Jul,2,exponential,0:08:22.108668,OPTIMAL,136013488817,0
HEURISTIC_MEDIAN_48_LSD,B,96,1,Jul,2,linear,0:07:16.825738,OPTIMAL,136087586434,0
HEURISTIC_MEDIAN_48_LSD,B,96,1,Jul,2,quadratic,0:08:11.866067,OPTIMAL,136296259401,0
HEURISTIC_MEDIAN_48_LSD,B,96,1,Sep,2,constant,0:12:32.408750,OPTIMAL,136182347587,0
HEURISTIC_MEDIAN_48_LSD,B,96,1,Sep,2,exponential,0:08:30.696300,OPTIMAL,136203096038,0
HEURISTIC_MEDIAN_48_LSD,B,96,1,Sep,2,linear,0:07:40.626497,OPTIMAL,136223952681,0
HEURISTIC_MEDIAN_48_LSD,B,96,1,Sep,2,quadratic,0:08:05.122209,OPTIMAL,136107251736,0
HEURISTIC_MEDIAN_48_LSD,B,96,2,Dec,2,constant,0:07:53.094678,OPTIMAL,137516390966,0
HEURISTIC_MEDIAN_48_LSD,B,96,2,Dec,2,exponential,0:07:09.026150,OPTIMAL,137491321245,0
HEURISTIC_MEDIAN_48_LSD,B,96,2,Dec,2,linear,0:07:29.676099,OPTIMAL,137479282227,0
HEURISTIC_MEDIAN_48_LSD,B,96,2,Dec,2,quadratic,0:07:06.861347,OPTIMAL,137388633139,0
HEURISTIC_MEDIAN_48_LSD,B,96,2,Jul,2,constant,0:08:01.760819,OPTIMAL,137478301515,0
HEURISTIC_MEDIAN_48_LSD,B,96,2,Jul,2,exponential,0:08:30.926288,OPTIMAL,137481748788,0
HEURISTIC_MEDIAN_48_LSD,B,96,2,Jul,2,linear,0:07:07.503401,OPTIMAL,137315752735,0
HEURISTIC_MEDIAN_48_LSD,B,96,2,Jul,2,quadratic,0:08:27.874247,OPTIMAL,137368326055,0
HEURISTIC_MEDIAN_48_LSD,B,96,2,Sep,2,constant,0:07:30.063673,OPTIMAL,137561879034,0
HEURISTIC_MEDIAN_48_LSD,B,96,2,Sep,2,exponential,0:10:11.424521,OPTIMAL,137556241811,0
HEURISTIC_MEDIAN_48_LSD,B,96,2,Sep,2,linear,0:07:44.571477,OPTIMAL,137355991715,0
HEURISTIC_MEDIAN_48_LSD,B,96,2,Sep,2,quadratic,0:08:36.486561,OPTIMAL,137310716132,0
HEURISTIC_MEDIAN_48_LSD,B,96,3,Dec,2,constant,0:05:23.140305,OPTIMAL,136690317525,0
HEURISTIC_MEDIAN_48_LSD,B,96,3,Dec,2,exponential,0:06:42.681824,OPTIMAL,136319855599,0
HEURISTIC_MEDIAN_48_LSD,B,96,3,Dec,2,linear,0:06:36.543161,OPTIMAL,136351340946,0
HEURISTIC_MEDIAN_48_LSD,B,96,3,Dec,2,quadratic,0:07:08.737871,OPTIMAL,136380773289,0
HEURISTIC_MEDIAN_48_LSD,B,96,3,Jul,2,constant,0:07:18.942426,OPTIMAL,136310878915,0
HEURISTIC_MEDIAN_48_LSD,B,96,3,Jul,2,exponential,0:05:32.825463,OPTIMAL,136632805473,0
HEURISTIC_MEDIAN_48_LSD,B,96,3,Jul,2,linear,0:06:55.458451,OPTIMAL,136303584282,0
HEURISTIC_MEDIAN_48_LSD,B,96,3,Jul,2,quadratic,0:07:34.133753,OPTIMAL,136321555819,0
HEURISTIC_MEDIAN_48_LSD,B,96,3,Sep,2,constant,0:05:28.618990,OPTIMAL,136500920015,0
HEURISTIC_MEDIAN_48_LSD,B,96,3,Sep,2,exponential,0:06:39.742988,OPTIMAL,136377104229,0
HEURISTIC_MEDIAN_48_LSD,B,96,3,Sep,2,linear,0:06:29.184047,OPTIMAL,136353951288,0
HEURISTIC_MEDIAN_48_LSD,B,96,3,Sep,2,quadratic,0:12:34.374104,OPTIMAL,136383985288,0
HEURISTIC_MEDIAN_48_LSD,B,96,4,Dec,2,constant,0:11:35.694096,OPTIMAL,137134276102,0
HEURISTIC_MEDIAN_48_LSD,B,96,4,Dec,2,exponential,0:07:38.341054,OPTIMAL,137253680701,0
HEURISTIC_MEDIAN_48_LSD,B,96,4,Dec,2,linear,0:07:09.152405,OPTIMAL,137170184300,0
HEURISTIC_MEDIAN_48_LSD,B,96,4,Dec,2,quadratic,0:07:31.807161,OPTIMAL,137090206976,0
HEURISTIC_MEDIAN_48_LSD,B,96,4,Jul,2,constant,0:08:49.856129,OPTIMAL,137152512219,0
HEURISTIC_MEDIAN_48_LSD,B,96,4,Jul,2,exponential,0:08:00.118605,OPTIMAL,137107967941,0
HEURISTIC_MEDIAN_48_LSD,B,96,4,Jul,2,linear,0:06:25.545639,OPTIMAL,137264241209,0
HEURISTIC_MEDIAN_48_LSD,B,96,4,Jul,2,quadratic,0:07:27.466496,OPTIMAL,137140083277,0
HEURISTIC_MEDIAN_48_LSD,B,96,4,Sep,2,constant,0:06:25.716161,OPTIMAL,137164977235,0
HEURISTIC_MEDIAN_48_LSD,B,96,4,Sep,2,exponential,0:07:32.793403,OPTIMAL,137133019344,0
HEURISTIC_MEDIAN_48_LSD,B,96,4,Sep,2,linear,0:07:38.061416,OPTIMAL,137210877471,0
HEURISTIC_MEDIAN_48_LSD,B,96,4,Sep,2,quadratic,0:07:40.145921,OPTIMAL,137184530733,0
HEURISTIC_MEDIAN_48_LSD,B,96,5,Dec,2,constant,0:05:15.731681,OPTIMAL,136562809642,0
HEURISTIC_MEDIAN_48_LSD,B,96,5,Dec,2,linear,0:05:09.341634,OPTIMAL,136454776238,0
HEURISTIC_MEDIAN_48_LSD,B,96,5,Dec,2,quadratic,0:07:09.104982,OPTIMAL,136169303028,0
HEURISTIC_MEDIAN_48_LSD,B,96,5,Jul,2,constant,0:11:59.375591,OPTIMAL,136233441026,0
HEURISTIC_MEDIAN_48_LSD,B,96,5,Jul,2,linear,0:07:01.981368,OPTIMAL,136229535168,0
HEURISTIC_MEDIAN_48_LSD,B,96,5,Jul,2,quadratic,0:05:44.649617,OPTIMAL,136478872694,0
HEURISTIC_MEDIAN_48_LSD,B,96,5,Sep,2,constant,0:05:41.929522,OPTIMAL,136507346459,0
HEURISTIC_MEDIAN_48_LSD,B,96,5,Sep,2,linear,0:06:35.659701,OPTIMAL,136261305927,0
HEURISTIC_MEDIAN_48_LSD,B,96,5,Sep,2,quadratic,0:08:18.247555,OPTIMAL,136271009636,0
HEURISTIC_MIGRATION_0,B,96,1,Dec,2,constant,0:00:08.655021,OPTIMAL,126006249872,118478328255
HEURISTIC_MIGRATION_0,B,96,1,Dec,2,exponential,0:00:08.761263,OPTIMAL,125787733120,118483145332
HEURISTIC_MIGRATION_0,B,96,1,Dec,2,linear,0:00:09.211286,OPTIMAL,125786633504,118480263811
HEURISTIC_MIGRATION_0,B,96,1,Dec,2,quadratic,0:00:09.010971,OPTIMAL,125757623171,118481244390
HEURISTIC_MIGRATION_0,B,96,1,Jul,2,constant,0:00:09.466696,OPTIMAL,126034733794,118476291670
HEURISTIC_MIGRATION_0,B,96,1,Jul,2,exponential,0:00:10.014648,OPTIMAL,125814162677,118482536690
HEURISTIC_MIGRATION_0,B,96,1,Jul,2,linear,0:00:09.526125,OPTIMAL,125770439603,118479002530
HEURISTIC_MIGRATION_0,B,96,1,Jul,2,quadratic,0:00:09.485779,OPTIMAL,125796750157,118480319681
HEURISTIC_MIGRATION_0,B,96,1,Sep,2,constant,0:00:08.898415,OPTIMAL,126026022263,118476869353
HEURISTIC_MIGRATION_0,B,96,1,Sep,2,exponential,0:00:09.273628,OPTIMAL,125786289743,118482717349
HEURISTIC_MIGRATION_0,B,96,1,Sep,2,linear,0:00:09.691088,OPTIMAL,125793366441,118479412745
HEURISTIC_MIGRATION_0,B,96,1,Sep,2,quadratic,0:00:09.281194,OPTIMAL,125778698208,118480619287
HEURISTIC_MIGRATION_0,B,96,2,Dec,2,constant,0:00:08.666533,OPTIMAL,125861280184,118494268117
HEURISTIC_MIGRATION_0,B,96,2,Dec,2,exponential,0:00:09.424708,OPTIMAL,125385766999,118499085008
HEURISTIC_MIGRATION_0,B,96,2,Dec,2,linear,0:00:09.360188,OPTIMAL,125461852364,118496202926
HEURISTIC_MIGRATION_0,B,96,2,Dec,2,quadratic,0:00:09.305854,OPTIMAL,125434306366,118497183349
HEURISTIC_MIGRATION_0,B,96,2,Jul,2,constant,0:00:09.204557,OPTIMAL,125852804550,118492231015
HEURISTIC_MIGRATION_0,B,96,2,Jul,2,exponential,0:00:10.028461,OPTIMAL,125445141215,118498476220
HEURISTIC_MIGRATION_0,B,96,2,Jul,2,linear,0:00:09.753906,OPTIMAL,125496909654,118494942287
HEURISTIC_MIGRATION_0,B,96,2,Jul,2,quadratic,0:00:09.976340,OPTIMAL,125507610770,118496258021
HEURISTIC_MIGRATION_0,B,96,2,Sep,2,constant,0:00:09.036639,OPTIMAL,125859796255,118492808821
HEURISTIC_MIGRATION_0,B,96,2,Sep,2,exponential,0:00:09.886770,OPTIMAL,125375159927,118498657021
HEURISTIC_MIGRATION_0,B,96,2,Sep,2,linear,0:00:09.735239,OPTIMAL,125465356782,118495351862
HEURISTIC_MIGRATION_0,B,96,2,Sep,2,quadratic,0:00:09.816309,OPTIMAL,125435058368,118496558169
HEURISTIC_MIGRATION_0,B,96,3,Dec,2,constant,0:00:08.497458,OPTIMAL,126574929816,118503389738
HEURISTIC_MIGRATION_0,B,96,3,Dec,2,exponential,0:00:08.647331,OPTIMAL,126247917728,118508207928
HEURISTIC_MIGRATION_0,B,96,3,Dec,2,linear,0:00:08.618271,OPTIMAL,126299600171,118505325438
HEURISTIC_MIGRATION_0,B,96,3,Dec,2,quadratic,0:00:08.650543,OPTIMAL,126294502146,118506307098
HEURISTIC_MIGRATION_0,B,96,3,Jul,2,constant,0:00:09.283645,OPTIMAL,126571127007,118501352880
HEURISTIC_MIGRATION_0,B,96,3,Jul,2,exponential,0:00:09.296959,OPTIMAL,126262538950,118507599307
HEURISTIC_MIGRATION_0,B,96,3,Jul,2,linear,0:00:09.479663,OPTIMAL,126489883331,118504064361
HEURISTIC_MIGRATION_0,B,96,3,Jul,2,quadratic,0:00:09.377775,OPTIMAL,126544713343,118505382168
HEURISTIC_MIGRATION_0,B,96,3,Sep,2,constant,0:00:09.070767,OPTIMAL,126592082331,118501930253
HEURISTIC_MIGRATION_0,B,96,3,Sep,2,exponential,0:00:09.086821,OPTIMAL,126245350982,118507779854
HEURISTIC_MIGRATION_0,B,96,3,Sep,2,linear,0:00:09.359303,OPTIMAL,126316515839,118504474117
HEURISTIC_MIGRATION_0,B,96,3,Sep,2,quadratic,0:00:09.012510,OPTIMAL,126272935278,118505682577
HEURISTIC_MIGRATION_0,B,96,4,Dec,2,constant,0:00:08.167697,OPTIMAL,126412046594,118429760489
HEURISTIC_MIGRATION_0,B,96,4,Dec,2,exponential,0:00:08.717760,OPTIMAL,126069538353,118434576634
HEURISTIC_MIGRATION_0,B,96,4,Dec,2,linear,0:00:08.661533,OPTIMAL,126069289674,118431695684
HEURISTIC_MIGRATION_0,B,96,4,Dec,2,quadratic,0:00:08.721024,OPTIMAL,126095371227,118432676562
HEURISTIC_MIGRATION_0,B,96,4,Jul,2,constant,0:00:08.758630,OPTIMAL,126404192617,118427723216
HEURISTIC_MIGRATION_0,B,96,4,Jul,2,exponential,0:00:09.452182,OPTIMAL,126161429363,118433968220
HEURISTIC_MIGRATION_0,B,96,4,Jul,2,linear,0:00:09.296903,OPTIMAL,126075288376,118430434948
HEURISTIC_MIGRATION_0,B,96,4,Jul,2,quadratic,0:00:09.428136,OPTIMAL,126071479273,118431752422
HEURISTIC_MIGRATION_0,B,96,4,Sep,2,constant,0:00:08.480708,OPTIMAL,126407772226,118428300995
HEURISTIC_MIGRATION_0,B,96,4,Sep,2,exponential,0:00:09.232420,OPTIMAL,126065254535,118434148904
HEURISTIC_MIGRATION_0,B,96,4,Sep,2,linear,0:00:09.014417,OPTIMAL,126067627043,118430844945
HEURISTIC_MIGRATION_0,B,96,4,Sep,2,quadratic,0:00:09.071077,OPTIMAL,126068708761,118432052575
HEURISTIC_MIGRATION_0,B,96,5,Dec,2,constant,0:00:08.159576,OPTIMAL,126753407149,118480816286
HEURISTIC_MIGRATION_0,B,96,5,Dec,2,exponential,0:00:08.699408,OPTIMAL,126493009461,118485633544
HEURISTIC_MIGRATION_0,B,96,5,Dec,2,linear,0:00:08.674913,OPTIMAL,126479753513,118482752454
HEURISTIC_MIGRATION_0,B,96,5,Dec,2,quadratic,0:00:08.688199,OPTIMAL,126494908856,118483732648
HEURISTIC_MIGRATION_0,B,96,5,Jul,2,constant,0:00:08.772079,OPTIMAL,126765544889,118478780846
HEURISTIC_MIGRATION_0,B,96,5,Jul,2,exponential,0:00:09.367066,OPTIMAL,126499078699,118485025136
HEURISTIC_MIGRATION_0,B,96,5,Jul,2,linear,0:00:09.312762,OPTIMAL,126469119161,118481492488
HEURISTIC_MIGRATION_0,B,96,5,Jul,2,quadratic,0:00:09.295475,OPTIMAL,126516692332,118482808540
HEURISTIC_MIGRATION_0,B,96,5,Sep,2,constant,0:00:08.503929,OPTIMAL,126763285142,118479358235
HEURISTIC_MIGRATION_0,B,96,5,Sep,2,exponential,0:00:09.171220,OPTIMAL,126481761684,118485205730
HEURISTIC_MIGRATION_0,B,96,5,Sep,2,linear,0:00:09.018873,OPTIMAL,126466630397,118481902205
HEURISTIC_MIGRATION_0,B,96,5,Sep,2,quadratic,0:00:09.029635,OPTIMAL,126512317526,118483109704
HEURISTIC_MIGRATION_INF,B,96,1,Dec,2,constant,0:00:16.735670,OPTIMAL,140778952410,140746801067
HEURISTIC_MIGRATION_INF,B,96,1,Dec,2,exponential,0:00:17.743504,OPTIMAL,142074488897,140751515176
HEURISTIC_MIGRATION_INF,B,96,1,Dec,2,linear,0:00:17.199866,OPTIMAL,142070988376,140748015397
HEURISTIC_MIGRATION_INF,B,96,1,Dec,2,quadratic,0:00:17.154971,OPTIMAL,142071906936,140748934933
HEURISTIC_MIGRATION_INF,B,96,1,Jul,2,constant,0:00:18.709920,OPTIMAL,143234256499,140744574785
HEURISTIC_MIGRATION_INF,B,96,1,Jul,2,exponential,0:00:26.604557,OPTIMAL,142073776411,140750802894
HEURISTIC_MIGRATION_INF,B,96,1,Jul,2,linear,0:00:24.504648,OPTIMAL,143752661720,140746417326
HEURISTIC_MIGRATION_INF,B,96,1,Jul,2,quadratic,0:00:32.959500,OPTIMAL,142070770136,140747797997
HEURISTIC_MIGRATION_INF,B,96,1,Sep,2,constant,0:00:18.702887,OPTIMAL,143434165690,140745233651
HEURISTIC_MIGRATION_INF,B,96,1,Sep,2,exponential,0:00:18.366028,OPTIMAL,142073971781,140750998243
HEURISTIC_MIGRATION_INF,B,96,1,Sep,2,linear,0:00:21.130724,OPTIMAL,142917851239,140746893473
HEURISTIC_MIGRATION_INF,B,96,1,Sep,2,quadratic,0:00:24.428178,OPTIMAL,143754377099,140748147322
HEURISTIC_MIGRATION_INF,B,96,2,Dec,2,constant,0:00:18.971101,OPTIMAL,140579558472,140549679273
HEURISTIC_MIGRATION_INF,B,96,2,Dec,2,exponential,0:00:18.545422,OPTIMAL,141537532833,140554392549
HEURISTIC_MIGRATION_INF,B,96,2,Dec,2,linear,0:00:16.864496,OPTIMAL,141534033600,140550897741
HEURISTIC_MIGRATION_INF,B,96,2,Dec,2,quadratic,0:00:17.987217,OPTIMAL,141534951050,140551817445
HEURISTIC_MIGRATION_INF,B,96,2,Jul,2,constant,0:00:19.287516,OPTIMAL,143678802711,140547453673
HEURISTIC_MIGRATION_INF,B,96,2,Jul,2,exponential,0:00:26.015218,OPTIMAL,141536820128,140553679844
HEURISTIC_MIGRATION_INF,B,96,2,Jul,2,linear,0:00:24.842826,OPTIMAL,143822542663,140549300944
HEURISTIC_MIGRATION_INF,B,96,2,Jul,2,quadratic,0:00:32.813713,OPTIMAL,141533807032,140550678278
HEURISTIC_MIGRATION_INF,B,96,2,Sep,2,constant,0:00:17.789669,OPTIMAL,143198137645,140548112053
HEURISTIC_MIGRATION_INF,B,96,2,Sep,2,exponential,0:00:18.996362,OPTIMAL,141537015896,140553875612
HEURISTIC_MIGRATION_INF,B,96,2,Sep,2,linear,0:00:23.018610,OPTIMAL,142954305087,140549776591
HEURISTIC_MIGRATION_INF,B,96,2,Sep,2,quadratic,0:00:24.812471,OPTIMAL,143824262703,140551027156
HEURISTIC_MIGRATION_INF,B,96,3,Dec,2,constant,0:00:16.581525,OPTIMAL,140725127481,140673775760
HEURISTIC_MIGRATION_INF,B,96,3,Dec,2,exponential,0:00:17.265433,OPTIMAL,140793505272,140678492424
HEURISTIC_MIGRATION_INF,B,96,3,Dec,2,linear,0:00:16.978988,OPTIMAL,140790013194,140674995723
HEURISTIC_MIGRATION_INF,B,96,3,Dec,2,quadratic,0:00:17.181222,OPTIMAL,140790929230,140675914133
HEURISTIC_MIGRATION_INF,B,96,3,Jul,2,constant,0:00:18.910863,OPTIMAL,144608490758,140671549695
HEURISTIC_MIGRATION_INF,B,96,3,Jul,2,exponential,0:00:26.067397,OPTIMAL,140792790141,140677780392
HEURISTIC_MIGRATION_INF,B,96,3,Jul,2,linear,0:00:23.980247,OPTIMAL,144490561661,140673397445
HEURISTIC_MIGRATION_INF,B,96,3,Jul,2,quadratic,0:00:32.509709,OPTIMAL,140789791388,140674778908
HEURISTIC_MIGRATION_INF,B,96,3,Sep,2,constant,0:00:18.122855,OPTIMAL,143169222155,140672208600
HEURISTIC_MIGRATION_INF,B,96,3,Sep,2,exponential,0:00:17.708520,OPTIMAL,140792987646,140677976324
HEURISTIC_MIGRATION_INF,B,96,3,Sep,2,linear,0:00:22.356899,OPTIMAL,143663874649,140673874923
HEURISTIC_MIGRATION_INF,B,96,3,Sep,2,quadratic,0:00:23.353877,OPTIMAL,144492283349,140675128594
HEURISTIC_MIGRATION_INF,B,96,4,Dec,2,constant,0:00:16.636442,OPTIMAL,140613952663,140570867253
HEURISTIC_MIGRATION_INF,B,96,4,Dec,2,exponential,0:00:17.235546,OPTIMAL,140811211471,140575584486
HEURISTIC_MIGRATION_INF,B,96,4,Dec,2,linear,0:00:16.841290,OPTIMAL,140807705376,140572081344
HEURISTIC_MIGRATION_INF,B,96,4,Dec,2,quadratic,0:00:17.214594,OPTIMAL,140808631303,140573006323
